CONTRATO,STOCK ID,current_monthly_payment,vehicle_equity,saldo insoluto,current_car_price,risk_profile
3N8CP5HD4HL477921,41932,4667.35,230577.92,27421.08,257999,A1
3MZBM2L74FM156062,40399,5230.14,164637.44,33361.56,197999,A1
3KPFN5A79HE058387,109863,5736.79,185251.8,79747.2,264999,AAA
JS2ZC82SXH6302860,128499,5999.91,169537.67,40461.33,209999,A2
WMWXM9103J2F97690,124377,13289.73,412588.1,89410.9,501999,A1
WF0CP6B76F1B34178,43677,7513.25,203039.96,49959.04,252999,A1
WBATR1104KLJ53437,117163,12250.95,567815.15,67183.85,634999,A1
NMTKH3BX7JR062375,121580,6679.41,316935.13,43063.87,359999,A1
MEX6G2609GT070220,109390,5465.12,142503.11,37495.89,179999,A1
3G1TA5AF0HL229389,113885,4341.66,104717.52,30281.48,134999,A1
1GNKR8KD3EJ182685,30057,5233.25,194161.39,76837.61,270999,A1
WBA1J1109GV370427,42379,8919.03,274942.07,58056.93,332999,A1
WAUCF68T3AA078634,121777,5596.18,159476.73,38522.27,197999,A1
VF3CC5FS9FT001963,130426,4984.49,121068.03,32930.97,153999,A1
MRHDG1840JP032805,121851,6895.62,250487.46,44511.54,294999,A1
JM1NDAC72H0120158,39858,3662.65,285130.8,22868.2,307999,A1
JM1BM1W3XF1261336,120823,6308.46,209418.24,40580.76,249999,A1
93HGM2620AZ801631,127529,3283.76,109667.21,20331.79,129999,A1
3G1B85DM0HS504203,42568,3576.51,183909.81,23089.19,206999,A1
3MZBM2V70FM151275,44945,4097.97,176692.85,26306.15,202999,A2
JM1BM1W37E1193558,129657,2844.77,189605.99,17393.01,206999,A1
9BD341A66HY465209,131247,4696.11,130001.56,26997.44,156999,A1
VSSKK46J7DR128942,124467,3808.5,136287.25,23711.75,159999,A2
JS2ZC13S3K6100410,104621,7416.35,206670.68,51328.32,257999,A2
9FB561JB6HM517790,129508,4697.54,115207.49,31791.51,146999,A2
ML3AB26J6KH002451,39548,5419.68,153070.75,35928.25,188999,A1
ML3AA28J8GH005455,122048,4537.28,131374.87,13624.13,144999,A1
MEX5H2604JT058539,118236,5901.32,158870.19,40128.81,198999,A1
MEX5H2600JT059672,128385,5965.79,158183.91,40815.09,198999,A1
LSGKB52H1JV079691,127041,6036.64,165090.05,40908.95,205999,A1
9BWAB05UXBP009055,116438,2130,66616.01,18382.99,84999,A1
3N1CN7AD7HK391356,118438,5959.49,165360.29,39638.71,204999,A1
3N1CN7AD7DK394851,121515,3785.33,129824.74,8174.26,137999,A2
U6YPC3AAXGL741639,102379,7788.75,228703.12,51295.88,279999,A1
TMCJ33A32JJ612343,115453,7218.56,365325.54,46673.46,411999,A1
ML3AA28J9GH001950,43631,2751.53,116230.3,16768.7,132999,A1
JM3KE2D72E0404977,39709,6764.5,200641,42358,242999,A1
3VWJW7AT7CM625515,120392,4679.64,146756.32,29462.68,176219,A1
3FADP4BJXJM100024,126318,5355.78,168796.04,34202.96,202999,A1
1G4P95SVXF4170700,45504,6472.88,181018.66,43980.34,224999,A2
VSSAB46J1GR030151,127293,4887.63,142738.1,32260.9,174999,A1
MAJFP1XS8JC192096,44908,3582.29,210521.24,24477.76,234999,A1
KNADM4A33G6690210,44792,4507.32,140476.24,28522.76,168999,A1
JM1BM1U35F1233883,29203,6130.31,178728.44,41270.56,219999,A1
3VW1K1AJ2GM388025,127310,4370.81,162390.03,27608.97,189999,A1
3TMAZ5CN1GM018366,114255,10413.63,426735.85,78263.15,504999,A1
3N1AB7AD5JL611626,107780,3956.22,203165.68,24833.32,227999,A1
1GTN29EC8GZ332426,127228,8203.32,443265.82,114733.18,557999,A1
3N1CN7AD8FL925066,130071,4114,119531.93,27467.07,146999,A2
ML3AB26J8JH010985,111939,5452.79,136721.7,38277.3,174999,A1
MEX512609JT055589,45117,4795.91,153981.49,31017.51,184999,A1
KNADN4A38H6045440,33293,5615.41,155206.88,38792.12,193999,A1
93Y1R3D55LJ548401,123023,4886.85,160583.83,32415.17,192999,A1
3KPA35AC8KE133293,118925,7635.08,221962.91,53036.09,274999,A1
3HGRM3853GG013314,127547,7028.26,289599.61,45399.39,334999,A1
3FAFP4AJ6HM133865,119920,3900.51,150538.54,24460.46,174999,A1
3C4PDCCB2ET303745,115374,6151.74,176319.63,41679.37,217999,A1
3HGRU5850GM011310,121454,5927.32,282053.37,945.63,282999,A
1VWAR7A30FC057010,39952,5742.36,159901.21,33097.79,192999,A1
3VW4E6AU0JM264466,108384,9960.21,431116.95,56882.05,487999,A
5NPDH4AE9FH579660,113342,5932.81,186832.68,33166.32,219999,A1
3HGRM487XCG010105,123619,5623.58,215910.83,22088.17,237999,A2
JS2ZC82S2C6105996,121657,4022.22,101648.92,23350.08,124999,A1
1J4AT4FB1AD667370,120372,3662.39,118384.24,21614.76,139999,A1
9FB562JB5GM591951,117504,4552.26,118683.84,26315.16,144999,A2
WAUAYA8X5HB015255,108196,5679.15,232900.58,45098.42,277999,A1
3N1CN7AD9GK397125,124160,3808.9,137142.84,20856.16,157999,A2
MB2C32AC6JM244100,120018,5954.22,269709.76,33289.24,302999,A1
3HGRU5733GM006103,41757,6696.49,216061.63,38937.37,254999,A1
ML3AB26J8GH004113,110488,3521.14,110794.14,19204.86,129999,A2
MAJFP1MD4HA140590,116608,4942.65,140403.71,28595.29,168999,A1
5N1AR2MN3EC700799,39828,6221.38,215182.61,29816.39,244999,A1
LSGHD52H8JD210318,112221,3834.23,140157.51,24841.49,164999,A1
3C3CFFCR7DT606580,127552,4572.52,128598.91,31400.09,159999,A1
3N1CE2CD9HL359230,122987,4698.7,145040.74,32958.26,177999,B
WAUAYJ8V0J1008949,125164,6895.62,345844.52,29154.48,374999,A1
MRHGM6661HP055818,33675,6291.81,167090.87,42908.13,209999,A1
MAJFP1MD2HA157372,33463,3575.12,100399.5,41599.5,141999,A1
3GNCJ7CE2FL184578,43567,3841.42,168453.19,29545.81,197999,C2
3N1AB7AA9DL694391,122709,4700.38,126978.47,30020.53,156999,A1
LSGKB54H8JV028220,112382,5333.65,221556.16,11442.84,232999,C2
3N1CN7AD0GK424910,127229,3024.82,129949.53,21049.47,150999,A2
MALA74BC4HM162861,114767,4964.54,134065.85,33933.15,167999,A1
KNDPR3NC1G7082928,121829,2844.16,322610.23,17388.77,339999,A1
1HGCS2271CA900032,112371,4571.17,161065.86,30933.14,191999,A1
3VW7B6AU0HM028075,125557,6221.85,268236.17,39762.83,307999,A2
3FADP4EJ3HM111128,117481,5308.33,154846.33,35152.67,189999,A1
MEX6G2603JT023823,108435,5629.85,159141.35,38857.65,197999,A1
JM1BM1U34F1219800,34740,5457.05,183856.8,30142.2,213999,A1
3VWJW6AT3EM613925T,125958,3527.22,167320.35,33678.65,200999,A1
3G1J85CC8G591822,117044,4157.95,128815.05,26183.95,154999,A1
5NPDH4AEXFH611189,123592,3468.91,196390.33,23608.67,219999,A2
5GAKV7KD9GJ306865,46173,4272.31,345573.52,42425.48,387999,A
WDDSJ4EB2GN342236,43576,7039.3,346490.57,46508.43,392999,A1
3VWLW6AJXGM268242,109308,5449.42,215763.58,36235.42,251999,AAA
3N1AB7AA8DL729129,117906,4448.07,124328.79,25670.21,149999,A1
WAUGFCF46HN014487,118509,6650.71,309952.35,43046.65,352999,A1
MR2B29F33H1067523,116222,5308.13,154071.13,35927.87,189999,A1
3C4PDCCB5FT650763T,125044,5144.26,200953.35,34045.65,234999,A1
5TDYK3DC9BS132841,101997,5597.57,229055.45,35943.55,264999,AAA
MHKMC13E0FK009869,117987,4645.16,148935.37,29063.63,177999,A2
9BD373591L5107923,128256,5400.1,218310.9,34688.1,252999,A1
1VWAH7A38DC028631,126253,4855.27,137107.05,31891.95,168999,A1
KNAFX4A7XG5589271,121406,3967.73,180385.66,24613.34,204999,A1
JN8BT27VXKW024145,127668,6334.73,447378.74,42620.26,489999,A1
5NPD74AF5JH252564,106335,4916.79,212941.3,31057.7,243999,A1
3VWFW7169CM611759,117073,4194.65,136888.46,26110.54,162999,A1
3VW2M1AJ7GM252052,126052,4211.28,173604.44,28394.56,201999,A1
3HGRM3856DG005798,114909,5289.35,216531.69,33467.31,249999,A1
MEX5J2600JT028491,127022,6173.74,168258.3,41740.7,209999,A
MR2B29F37H1092750,118934,6080.47,159743.08,40255.92,199999,A1
MEX5H2601JT017138,129301,5476.33,161066.43,37932.57,198999,A1
KNDJN3A1XH7877063,131259,7142.19,202009.63,47989.37,249999,A1
3HGRM3834EG003774,122365,5856.56,240804.44,17194.56,257999,A1
MEX5J2605HT099664,122664,5341,149212.64,35786.36,184999,B
WDC0G4KB6HF124214,123456,4282.72,514157.89,26841.11,540999,AAA
MEX522602HT011960,125599,5012.17,161510.63,31488.37,192999,A2
MEX5J2609HT030590,127969,3108.39,162221.3,24777.7,186999,A1
5KBRL5864DB803035,119629,5523.73,228345.21,39653.79,267999,A1
3N1CN7AD7KL809447,32533,5887.39,166097.37,38901.63,204999,A1
1N4AL3AP4HN301528,104531,6559.64,232122.2,42876.8,274999,A1
WMWXM7100G3B22098,123589,8633.47,254349.03,57649.97,311999,A1
WBA1Y1102GP761161,31977,5501.24,280056.27,34942.73,314999,A1
JN8BT27T1KW093336,123403,9072,311883.98,59115.02,370999,A1
JM3KE2D36H0908160,119736,5719.81,348058.72,14940.28,362999,A1
3VVKP65N6JM086071,113950,10208.22,304620.76,68378.24,372999,A1
3N1CK3CD7GL204401,139170,4771.79,126555.68,31443.32,157999,A1
3GNCJ7EE5GL225767,139111,5756.8,215424.02,35574.98,250999,A2
1GNKR8ED6CJ146840,130885,4005.48,197364.57,17634.43,214999,A2
JM3KE2D79G0678387,123909,6367.17,266296.61,40702.39,306999,A1
9FBHS1AAXEM111085,130230,4631.47,118282.77,30716.23,148999,A1
93YHS2A6XFJ296109,122226,4875.12,127960.59,32038.41,159999,A1
3N1AB7AD4HL618481,124822,4312.08,178962.75,27036.25,205999,A1
1HGRW1840JL917976,127491,10090.83,387184.85,67814.15,454999,A1
3G1B85DM7HS522133,40304,5912.9,175208.13,39790.87,214999,A1
2C4JC1AG3FR565791,123972,5603.86,190372.32,35626.68,225999,A1
LSGKB54H9JV030722,102164,6728.06,186661.87,45337.13,231999,A2
LSGHD52H5LD046433,131282,6070.23,165665.16,41333.84,206999,A2
3FADP4BJ4GM164004,125016,3103.4,148694.17,20304.83,168999,A2
WVGGV75NXCW535007,127836,5029.98,160055.16,33943.84,193999,A1
WDDGJ5HB3CF716039,122211,8325.3,240869.77,54129.23,294999,A1
WBA8A1108GK666359,46169,7511.46,239615.86,49383.14,288999,A1
VSSAC4NH6H1014488,129219,4956.14,177922.9,9076.1,186999,A1
MEX4G2604ET084336,126930,3955.33,118579.18,26419.82,144999,A1
LSGHD52HXJD142426,134538,5283.97,144916.98,35082.02,179999,A1
9BWAB05U2GP010689,109100,3596.42,116663.32,23335.68,139999,A2
VSSAC4NH5J1503583,124342,5788,176672.72,38326.28,214999,A1
TMCJ33A36GJ112484,128544,6302.03,288786.3,41212.7,329999,A1
JM3KE2B75F0511042,42446,6887.39,194427.14,45571.86,239999,A1
3KPFK4A71JE222790,114070,4723.1,209229.47,29769.53,238999,A1
3G1TC5CF7GL232098,106288,4790.55,112173.34,30825.66,142999,A1
1C4RJFBT2HC822016,120812,14120.13,570806.04,94192.96,664999,A1
JM1BM1K35F1225933,122235,5895.17,218681.07,14317.93,232999,A2
WMWXM5108J2F42063,38892,10127.57,276455.25,66543.75,342999,A1
LSGHD52H6JD131987,129489,4517.59,144595.94,28403.06,172999,A1
3G1TA5AF8GL151443,131236,3880.2,102694.72,27304.28,129999,A1
1C4AJCAB7DD172429,134397,5538.15,143447.73,37551.27,180999,A1
WBA3A5101DJ393493,116827,8455.22,225715.88,57283.12,282999,A1
WAUAYA8X1JB084336,134842,9216.55,252844.21,64154.79,316999,A1
3VWHP6BU1KM048900,102473,8124.05,255613.7,52385.3,307999,A1
3HGRM4873GG001624,128502,7496.21,310143.96,49855.04,359999,A1
MEX4G2602FT044208,140470,4196.77,136105.62,25893.38,161999,B
WAUACJ8V2E1014725,131444,4152.86,235466.89,28532.11,263999,A2
WAUDFA8UXER074250,120450,4278.95,266101.18,28897.82,294999,A1
VSSCC6KJ9JR179731,103439,7012.88,266892.2,47106.8,313999,A1
VSSBA46JXHR051959,112062,5061.69,232473.67,17525.33,249999,A1
TMCJ33A37HJ214104,130031,7626.04,296925.24,49073.76,345999,A1
MAJUP3SF0FC147299,118599,6328.7,162522.19,42476.81,204999,A1
2T3ZF4EV2FW167188,44897,7244.68,211390.7,45608.3,256999,A1
WMWXM5103F3A40353,118080,6428.82,204886.25,41112.75,245999,A1
WMWSU3105DT621927,140481,4745.7,165207.3,25791.7,190999,A1
WF0BP4H26E4106354,123620,3313.89,107600.48,20398.52,127999,A1
MRHGM6648GP052332,131065,5405.56,154011.43,35987.57,189999,A1
MHKMF53F2JK023496,125637,7299.68,203640.81,49358.19,252999,A1
JM1BN1L35J1157766,117847,7589.08,244171.04,48827.96,292999,A1
3KPFN5A7XHE061671,107639,7458.78,222588.9,41410.1,263999,A1
3C4PDCFG7FT744361,113195,7652.95,206687.62,50311.38,256999,A1
3C4BDCAB7FT565131,123329,6768.94,194831.45,44167.55,238999,A1
1VWBR7A3XFC094280,127677,6061.56,172667.45,40282.55,212950,A1
1HGRW1898KL904163,138830,14230.78,438421.14,94577.86,532999,A1
1GKS27EF8ER112156,120002,9940.79,293655.1,66343.9,359999,A1
3VWLW6164CM053851,138626,4753.24,123915.18,37083.82,160999,A2
WAURYA8X9GB075461,35277,5104.76,215899.73,32099.27,247999,A1
JM3KFADL4J0367929,139384,5104.76,387139.46,36859.54,423999,A1
JM1BN1V31H1112671,107740,5339.63,213355.68,38643.32,251999,A1
3G1J85CC9GS514248,125513,2951.01,133484.34,19514.66,152999,A1
1C4PJMBS6FW556529,121949,9451.1,290811.65,71187.35,361999,A1
3VWWB6AU9FM103719,101287,4318.46,196581.1,33417.9,229999,A2
3HGRM3854EG009723,123059,6356.79,188097.58,79901.42,267999,A1
3G1J85CC0GS560211,138756,4300.77,121365.38,33633.62,154999,A1
3MZBM2U76EM117051,122613,5226.07,136173.1,38825.9,174999,B
1C4RJEBG7FC236003,131530,10976.2,334531.52,82467.48,416999,AA
MR2K29F34H1021635,43019,6122.53,169369.98,45629.02,214999,A2
YV1DZ40C4H2000327,106189,11182.4,316748.38,87250.62,403999,A1
VF1LZ12T8GC304233,145558,4752.45,156815.46,34183.54,190999,A1
JN8BT27T8HW033367,106533,9357.59,267525.86,62473.14,329999,A1
9FBB62JS1DM000190,122641,2879.18,104043.62,19955.38,123999,A1
3G1J85CC7HS555072,118845,5650.23,181277.9,3721.1,184999,A1
3C3AFFAR0FT576562,126104,4971.15,139232.72,37766.28,176999,A1
1FA6P8CF9K5108195,128505,18578.89,563524.96,140474.04,703999,A
WVWAN46R6EY212106,121714,2773.75,139298.57,20700.43,159999,A1
MRHGM6547EP066995,105292,4192.6,119093.03,33905.97,152999,A1
JS3TE04V1D4200907,124412,5288.86,166741.39,38257.61,204999,A1
JN8BT27T8GW504495,121990,8491,224492.25,63506.75,287999,A1
5TDYK3DC9ES485083,140475,5864.08,247372.14,42626.86,289999,A1
3N1CK3CD1EL240422,125008,3515.5,108210.51,24788.49,132999,A1
3FADP4BJXGM126079,131212,5028.43,129596.85,39402.15,168999,A1
3N1AB7AD9JL673353,124755,4719.21,208785.68,36213.32,244999,B
VSSBB46J1HR011217,121908,4949.16,162321.48,35677.52,197999,A1
MR0EX32G1E0007061,113767,6718.24,277347.52,31651.48,308999,A1
9BWDB45U3HT024744,125080,3800.16,131048.61,26950.39,157999,A1
3N1BC1AS4FK220896,112483,4474.42,112366.92,34632.08,146999,A1
1GYKN9RS8HZ233693,114637,11636.12,463020.76,87978.24,550999,A1
3N6AD35C0GK822746,124086,3967.41,229245.59,31753.41,260999,A
3G1J86CC3GS600223,142646,4559.96,118521.26,35477.74,153999,B
1C4BJWEG7GL177247,47390,16062.11,529027.63,123971.37,652999,AA
3VWGW6AJ1DM289090,138948,5663.02,139442.13,42556.87,181999,A2
JTDKT9D33ED583656,31633,4642.94,122848.79,35150.21,157999,A1
JM1DKBD76G0119924,110340,5427.71,242686.53,39312.47,281999,A1
5TDKKRFH7GS130157,46485,9735.2,313239.16,64759.84,377999,A1
3N1CN7AD3GK407597,139372,4157.95,125331.06,29667.94,154999,A1
3MZBM2L70GM291704,142324,6528.65,202325.23,47673.77,249999,A1
3HGRM3851FG010068,134342,6780.32,233150.2,70848.8,303999,A1
MAJFP1MD7JA166431,122724,5194.05,125830.03,39168.97,164999,A2
KNADN4A37G6690496,118234,5639.52,158643.22,43355.78,201999,A1
3G1B85DM8HS581594,48037,6434.82,166328.31,46670.69,212999,A1
3FAFP4AJ4GM186529,119250,4807.95,120730.82,37268.18,157999,A1
3C3AFFKR2GT177264,139837,5210.08,152284.42,58714.58,210999,A1
19XFC1673GE603330,118011,4503.57,257680.92,36318.08,293999,A1
3KPC25B59LE090144,113977,6238.23,190144.82,47854.18,237999,A2
VF1LZ12T4GC303242,139307,2500,169219.37,30779.63,199999,A1
MHKMC13F7FK018450,139255,4721.75,141460.24,35538.76,176999,A1
MA6CA5CD9JT036971,114700,4766.81,114318.64,35680.36,149999,A1
3GNCJ7EE9JL390518,126282,4154.77,310527.17,4471.83,314999,A1
1G1195SA0DF281211,144802,5576.93,150385.47,42613.53,192999,A1
WBAJG3102KEE38122,139135,7891.23,452524.29,58474.71,510999,A2
3LNHL2GC5CR804848,122937,4864.58,115823.83,38175.17,153999,A2
VSSJB26JXGR136053,45736,4072.3,178149.2,31849.8,209999,A1
JM3KE2D74F0430854,108468,6102.95,238558.37,44440.63,282999,A1
3VW2K1AJXHM302644,145470,6907.14,180545.9,53453.1,233999,A1
3N1BC1AD1JK191951,120744,5041.17,130593.01,38405.99,168999,A1
3HGRM4870DG005688,40740,7091.15,189205.02,53793.98,242999,A1
3GNCJ7CE2FL129306,116609,5658.63,150244.55,37754.45,187999,A1
3G1B85DM7HS545265,48265,6260.5,184125.49,47873.51,231999,A1
1FADP3F25FL310049,141022,3648.83,177110.93,6888.07,183999,A1
1C4PJMBS3FW699664,117400,11197.43,304997.53,85001.47,389999,A1
3VWVB6AU5FM033096,126932,6353.96,196652.72,46346.28,242999,A1
3N1AB7AD0JL668235,122366,5661.67,194057.12,43941.88,237999,A1
3GNCJ7EE4GL158613,142289,6138.4,214419.9,45579.1,259999,A1
WAUAYAGA4MA043142,123923,15012.19,487331.96,118667.04,605999,AAA
9FBHS1FF7HM523392,123398,5515.67,148231.89,40767.11,188999,A2
TMCJU3AE2FJ606015,110964,6853.06,212861.53,50137.47,262999,A1
MEX3G2603ET012927,141592,4911.74,115191.66,35807.34,150999,A1
MA6CB6AD1GT037577,115518,4236.7,103150.12,31848.88,134999,A1
JM3KE2D38G0829555,139463,5956.92,273670.28,43328.72,316999,A1
JM1NDAM75H0108309,31271,6474.09,357251.81,20747.19,377999,A1
JM1BN1V34H1121896,143134,6279.1,242817.69,33181.31,275999,A1
3G1B85DM7HS580467,111453,5475.59,178766.88,38232.12,216999,C2
TMCJU3AEXFJ706685,41769,6927.84,193105.08,54893.92,247999,A2
ZARBACCAXFX030964,115594,3460.69,183626.74,24372.26,207999,A1
VSSBB65F4HR054829,102106,6853.06,212860.86,50138.14,262999,A1
VSSAE4NH1J1503154,144314,8287.75,235606.21,55392.79,290999,A1
KL8MJ6A03FC311292,148714,2794.16,76470.45,21528.55,97999,A1
1FADP3L99DL329802,145742,7435.94,195300.78,49698.22,244999,A1
19XFC167XHE604217,124786,4895.7,284727.43,35271.57,319999,A1
MAJFP1MD7GA125385,115652,3925.98,99925.86,30073.14,129999,A2
3HGGK5737FM004916,108843,3679.06,131421.54,21577.46,152999,A2
WAU8YF8V3FA156421,26906,7324.47,196947.17,56051.83,252999,A1
VF1LZ12T9HC305649,117789,5429.85,137832.86,42166.14,179999,A1
KL8CM6CA8GC595531,129300,5064.89,127101,38898,165999,A1
5TDYK3DC3DS347330,138518,7666.63,233072.28,57926.72,290999,A1
3VW1W1AJ3EM321757,125899,5530.14,135097.09,41901.91,176999,A1
3N1CK3CD9FL232781,128853,3583.97,117071.22,26927.78,143999,A1
3N1CK3CD4HL210545,144889,3403.05,153916.84,27082.16,180999,A1
3GNAL7EY7BS616493,127258,4496.18,126762.06,32236.94,158999,A1
1FMCU0EG9CKB86245,130122,5063.29,129646.29,39352.71,168999,A1
1C4JEAG0CC276436,124050,6879.82,197657.62,50341.38,247999,A1
KL8CJ6CA1JC457197,143102,5101.43,134061.98,38937.02,172999,B
MEX5G2607LT022849,129753,4445.52,200146.75,31852.25,231999,A1
MAJFP1MD1HA129918,129563,4590.83,113198.32,30800.68,143999,A1
LUCGM6640J3112468,121711,6334.21,202801.74,46197.26,248999,A1
5TDYK3DC5CS206306,119282,6788,193767.35,51231.65,244999,A1
3HGGK5752HM007372,111140,5916.56,165096.44,32902.56,197999,C2
WMEFF4EB4HY111448,46859,6712.09,214268.89,48730.11,262999,A2
VSSRY46J2FR126242,125641,4250.02,106886.02,47112.98,153999,A2
2T1BU4EE8AC199668,126837,3470.73,105708.73,24290.27,129999,A2
ZFACDACP9J6J16478,146284,4888.96,200253.37,58745.63,258999,A1
MR2B29F34H1077722,147475,4983.81,198947.8,6051.2,204999,A1
LSGHD52H0KD075417,124429,5582.68,157807.79,46191.21,203999,A1
9BWAB45U4HP074631,149473,5025.12,123686.91,38312.09,161999,A1
988611553KK233393,142257,9828.69,321354.21,66644.79,387999,A1
5N1AR2MN5EC678160,104397,7863.92,265876.96,9122.04,274999,A1
5LMCJ2D91KUL49610,142819,14922.95,412832.96,117166.04,529999,A1
3N1CN7AD2KL848012,118513,6149.68,174909.51,52089.49,226999,A1
3MDDJACVXGM107384,144553,5339.43,186617.63,34381.37,220999,A1
3GNCJ7CE7FL203044,139007,4985.29,166229.68,41769.32,207999,A1
JN1BY11E4GM800047,114423,9441.15,331952.08,66046.92,397999,A
5TDKZRFH3HS193981,138620,4367.1,435658.41,53340.59,488999,AAA
MA6CA6AD0GT027819,140269,3940.87,86941.75,26057.25,112999,A2
WAUGFCF48HA005572,143139,7091.01,352797.59,53201.41,405999,A1
KNDPRCNC4G706670,128755,9098.98,285802.19,67196.81,352999,A1
93YRH3A49JJ566866,149648,7919.68,213867.22,60131.78,273999,A1
3G1TA5AF1GL168990,139124,3583.98,106697.02,25301.98,131999,A1
2LMDJ6JK0EBL00127,126845,7488.07,203594.58,51404.42,254999,A1
3G1TA5AF6FL206079,126013,3613.63,93671.9,24327.1,117999,B
9FBB62JS7EM103003,126578,3855.68,97179.77,25819.23,122999,A1
2HGFG328XCH901520,128522,4996.05,130926.65,33072.35,163999,A2
WMWSU3100CT205377,134435,5787.8,148790.95,37208.05,185999,C2
MA6CB6CD3KT061997,139249,4517.59,149596.35,28402.65,177999,A1
1FMCU0G70EUD61812,124129,5709.49,201994.28,36004.72,237999,A2
3KPA25AC9KE205637,110346,6666.66,197110.91,45888.09,242999,A2
3N1CK3CD2GL209540,140450,5055.78,129908.63,32090.37,161999,A2
WDCTG4GB9HJ313250,46098,7992.56,395487.74,51511.26,446999,A1
MA6CB6AD1GT010671,47703,4235.43,96462.5,28536.5,124999,A1
JTDKBRFU1H3556040,102159,5116.5,250613.21,32385.79,282999,A1
KL1PJ5C50CK685858,105712,3119.35,112978.16,5020.84,117999,AAA
JN8BT27T5FW004762,102600,6196.42,229686.63,39312.37,268999,A2
JM1BM1M30G1349512,105903,6284.48,232374.27,12624.73,244999,A2
MB2C22AC0JM265575,109489,7152.51,229073.96,45925.04,274999,A1
3FADP4BJ4GM126207,140905,2889.68,147486.22,19512.78,166999,A1
JM3KE2D72G0652035,37988,6711.88,236210.45,46788.55,282999,A
1C4NJCAB1ED912673,141823,6087.62,162473.29,37525.71,199999,A2
3G1TA5CF0JL138092,126328,4179.96,135163.93,29835.07,164999,A1
1J4RS5GG9BC570057,131560,7799.55,207627.96,58371.04,265999,A2
3GNCJ7EE9KL321829,131190,8427.98,276341.14,65657.86,341999,A1
3VW1K1AJ0GM370235,118473,5680.31,136128.1,43870.9,179999,A1
3FADP4EJ5GM197587,114636,4664.38,158397.73,17601.27,175999,A1
JS2ZC63S3J6112827,108192,6246.21,188766.08,45232.92,233999,A2
3N1CN8AE7LL823932,129929,7908.81,226931.18,61067.82,287999,A2
1GCGS9EA4K1268142,127368,15485.26,440895.19,118103.81,558999,A1
LSGKB52H1JV117565,140186,3797.29,180112.58,39886.42,219999,A2
JM1BM1M33F1247054,34498,6371.56,170909.16,51089.84,221999,A2
LSGHD52H1KD102575,36871,4517.59,141599.21,32399.79,173999,A1
WAUACC8K5EN003812,120451,7553.76,208470.76,57528.24,265999,A1
3N1CN7AD5HK465423,128623,5396.13,132825.22,42173.78,174999,A1
3C4NJCCB5LT135788,130293,13792.09,449156.87,102842.13,551999,A
3G1TB5CF4JL196901,113956,4804.72,131511.5,35487.5,166999,C2
1FM5K8F83FGA49300,119692,8801.8,273877.59,66121.41,339999,B
9BWLB45Z8B4157380,121146,3607.25,107576.22,25422.78,132999,A1
5NPE34AF2FH112611,46649,6043.82,177393.53,45605.47,222999,A1
MEX52260XJT055422,142545,6278.58,181559.9,23439.1,204999,A1
WDDWF4CB5GF220163,141410,9569.07,349693.19,70305.81,419999,A2
1FM5K7D80EGB87033,125592,6631.17,237253.35,50745.65,287999,A2
WBAPM7103AA222308,138542,6079.12,159978.27,48020.73,207999,A1
JN8BT27TXJW083984,139686,7336,306192.89,53806.11,359999,A1
3G1J85CC8FS583783,48047,3532.25,122131.48,7867.52,129999,A1
4A4LM41U1EE033666,141442,5853.44,166261.96,38737.04,204999,C2
9BWDL5BZ0MP005431,130093,9526.17,255920.87,71078.13,326999,A2
